ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0103-37862015000300229-scl","Educational potential of topic maps and learning objects for m-learning in the knowledge society","MARZAL, Miguel Ángel, PEDRAZZI, Silvia","Transinformação; 27(3); 229-244","Transinformação","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000300229&lang=pt" 
"S0103-37862015010400001-scl","Pesquisadores do Centro Federal de Educação Tecnológica Celso Suckow da Fonseca discutem a grafia dos nomes e sua importância para redes sociais de coautoria","BARBASTEFANO, Rafael Garcia","Transinformação; 27(3); 1-1","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010400001&lang=pt" 
"S0103-37862015010400002-scl","Estudo discute as relações de poder entre os pesquisadores em eventos científicos","SILVEIRA, Murilo Artur Araújo da","Transinformação; 27(3); 2-2","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010400002&lang=pt" 
"S0103-37862015000200123-scl","A hipótese do progresso do conceito e a Ciência da Informação","FRANCELIN, Marivalde Moacir","Transinformação; 27(2); 123-132","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200123&lang=pt" 
"S0103-37862015000200105-scl","Análise ontológica de definições de informação: em busca da sua essência","MARCONDES, Carlos Henrique","Transinformação; 27(2); 105-122","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200105&lang=pt" 
"S0103-37862015000200173-scl","O processo de monitoramento informacional do ambiente externo em curtumes de Mato Grosso do Sul","PAULO, Marcia Loureiro, BAPTISTA, Sofia Galvão","Transinformação; 27(2); 173-178","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200173&lang=pt" 
"S0103-37862015000200165-scl","La credibilidad de las redes sociales en el ámbito periodístico","CURIEL, Eva Herrero","Transinformação; 27(2); 165-171","Transinformação","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200165&lang=pt" 
"S0103-37862015000200157-scl","Acessibilidade do Moodle para surdos: abordagem dos discursos de surdos e ouvintes","FLOR, Carla da Silva, SAITO, Daniela Satomi, PIVETTA, Elisa Maria, ULBRICHT, Vania Ribas, VANZIN, Tarcisio","Transinformação; 27(2); 157-163","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200157&lang=pt" 
"S0103-37862015000200133-scl","Possíveis relações entre o uso de fontes de informação e a competência em informação","GOMES, Marcos Aurélio, DUMONT, Lígia Maria Moreira","Transinformação; 27(2); 133-143","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200133&lang=pt" 
"S0103-37862015000200145-scl","Externalización de la gestión documental audiovisual en las televisiones por medio de productoras audiovisuales y agencias de noticias","CALDERA-SERRANO, Jorge","Transinformação; 27(2); 145-156","Transinformação","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200145&lang=pt" 
"S0103-37862015000200179-scl","Ritos de passagem e conhecimento: uma relação de cunho simbólico e cognitivo nas organizações","BRASILEIRO, Fellipe Sá, VIEIRA, Fernando Augusto Alves, HELAL, Diogo Henrique","Transinformação; 27(2); 179-188","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000200179&lang=pt" 
"S0103-37862015010300002-scl","Estudo da Ciência da Informação analisa a noção de progresso dos “conceitos”","Francelin, Marivalde Moacir","Transinformação; 27(2); 2-2","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010300002&lang=pt" 
"S0103-37862015010300003-scl","Relações entre fontes, competência e indústria da informação","Gomes, Marcos Aurélio","Transinformação; 27(2); 3-3","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010300003&lang=pt" 
"S0103-37862015010300001-scl","Artigo discute a essência de um tema tão controverso que é a informação","Marcondes, Carlos Henrique","Transinformação; 27(2); 1-1","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010300001&lang=pt" 
"S0103-37862015000100037-scl","A relação entre a Ciência da Informação e a Ciência da Administração","Alves, Cláudio Augusto, Duarte, Emeide Nobrega","Transinformação; 27(1); 37-46","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100037&lang=pt" 
"S0103-37862015000100059-scl","Indicadores de circulação do acervo na Biblioteca Comunitária da Universidade Federal de São Carlos","Ninin, Débora Marroco, Amaral, Roniberto Morato do, Milanez, Douglas Henrique, Faria, Leandro Innocentini Lopes de","Transinformação; 27(1); 59-71","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100059&lang=pt" 
"S0103-37862015000100005-scl","To our Readers,","Bazi, Rogério Eduardo Rodrigues, Kobashi, Nair Yumiko","Transinformação; 27(1); 5-7","Transinformação","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100005&lang=pt" 
"S0103-37862015000100031-scl","Avaliação do monitoramento de notícias: a perspectiva do usuário final","Lemos, Ariane Barbosa, Nassif, Mônica Erichsen","Transinformação; 27(1); 31-36","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100031&lang=pt" 
"S0103-37862015000100083-scl","Uma arquitetura hibrida para a indexação de documentos do Diário Oficial do Município de Cachoeiro de Itapemirim","Xavier, Bruno Missi, Silva, Alcione Dias da, Gomes, Geórgia Regina Rodrigues","Transinformação; 27(1); 83-95","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100083&lang=pt" 
"S0103-37862015000100047-scl","Cientometria: a produção científica de Haity Moussatché","Costa, Elaine Kabarite, Guimarães, Maria Cristina Soares, Silva, Cícera Henrique da","Transinformação; 27(1); 47-58","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100047&lang=pt" 
"S0103-37862015000100009-scl","¡Leer, comentar, compartir! El fomento de la lectura y las tecnologías sociales","Manso-Rodríguez, Ramón-Alberto","Transinformação; 27(1); 9-19","Transinformação","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100009&lang=pt" 
"S0103-37862015000100021-scl","Informação, memória e ciberespaço: considerações preliminares no campo da Ciência da Informação no Brasil","Lazzarin, Fabiana Aparecida, Netto, Carlos Xavier de Azevedo, Sousa, Marckson Roberto Ferreira de","Transinformação; 27(1); 21-30","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100021&lang=pt" 
"S0103-37862015000100097-scl","Direito do poeta na literatura de cordel","Gaudêncio, Sale Mário, Dias, Guilherme Ataíde, Albuquerque, Maria Elizabeth Baltar Carneiro de","Transinformação; 27(1); 97-104","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100097&lang=pt" 
"S0103-37862015000100073-scl","A publicação de dados governamentais abertos: proposta de revisão da classe sobre Previdência Social do Vocabulário Controlado do Governo Eletrônico","Ribeiro, Cláudio José Silva, Pereira, Durval Vieira","Transinformação; 27(1); 73-82","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015000100073&lang=pt" 
"S0103-37862015010200001-scl","Pesquisa discute como o AI-5 influenciou a produção científica no Brasil","Costa, Elaine Kabarite","Transinformação; 27(1); 1-1","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010200001&lang=pt" 
"S0103-37862015010200002-scl","Estudo revela possíveis barreiras que devem ser superadas no acesso à memória no ciberespaço","Lazzarin, Fabiana Aparecida","Transinformação; 27(1); 2-2","Transinformação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862015010200002&lang=pt" 
"S0103-37862014000300295-scl","A organização do conhecimento na dinâmica da pesquisa em artigos da literatura científica da Brapci","Freitas, Juliana Lazzarotto, Nascimento, Bruna Silva do, Bufrem, Leilah Santiago","Transinformação; 26(3); 295-303","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300295&lang=pt" 
"S0103-37862014000300339-scl","Estudio de patentes sobre tecnologías para tratamiento de agua y el agua residual","González-Cabrera, Odonel, Ruiz-Pérez, Taimi, Claro-Pérez, Mirelys, Pérez-Pino, Nancy María, Pérez-Gálvez, Grisel, Collazo-Alfonso, Lisbey","Transinformação; 26(3); 339-347","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300339&lang=pt" 
"S0103-37862014000300315-scl","Análisis comparativo de herramientas de recuperación y análisis de información de acceso libredesde una concepción docente","Plasencia-Salgueiro, Armando, Ballagas-Flores, Bárbara de los Milagros","Transinformação; 26(3); 315-326","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300315&lang=pt" 
"S0103-37862014000300281-scl","Producción científica cubana en Medicina y Salud Pública: Scopus 2003-2011","Zacca-González, Grisel, Vargas-Quesada, Benjamín, Chinchilla-Rodríguez, Zaida, Moya-Anegón, Félix de","Transinformação; 26(3); 281-293","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300281&lang=pt" 
"S0103-37862014000300327-scl","Análisis de contenido del dominio tecnológico vegetable oil combustion","PÉREZ-Arreortúa, Noé, Díaz-Pérez, Maidelyn, Giráldez-Reyes, Raudel, Carrillo-Calvet, Humberto Andrés","Transinformação; 26(3); 327-338","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300327&lang=pt" 
"S0103-37862014000300229-scl","Analysis of co-authorship patterns at the individual level","Glänzel, Wolfgang","Transinformação; 26(3); 229-238","Transinformação","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300229&lang=pt" 
"S0103-37862014000300239-scl","Comunicação científica no Brasil (1998-2012): indexação, crescimento, fluxo e dispersão","Mugnaini, Rogério, Digiampetri, Luciano Antonio, Mena-Chalco, Jesús Pascual","Transinformação; 26(3); 239-252","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300239&lang=pt" 
"S0103-37862014000300349-scl","Tecnologías constituidas, innovaciones en proceso y tecnologías introducidas en el mercado internacional: caso de estudio","Díaz-Pérez, Maidelyn, Giráldez-Reyes, Raudel, Armas-Peña, Dayron, Rodríguez-Font, Reinaldo Javier, Villaseñor-García, Elio Atenógenes, Carrillo-Calvet, Humberto Andrés","Transinformação; 26(3); 349-360","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300349&lang=pt" 
"S0103-37862014000300225-scl","International Seminar on Bibliometrics","Russell, Jane M., Guzmán, Maria Victoria, Aguillo, Isidro, Reyes, Francisco Collazo, Mugnaini, Rogério","Transinformação; 26(3); 225-228","Transinformação","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300225&lang=pt" 
"S0103-37862014000300269-scl","Las prácticas de citación como interpretantes semióticos de acreditación de saberes locales en astronomía: México 1952-1972","Collazo-Reyes, Francisco, Flores-Vargas, Xochitl, Muñoz-García, Mitzi Lizeth, Pérez-Angón, Miguel Ángel","Transinformação; 26(3); 269-279","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300269&lang=pt" 
"S0103-37862014000300305-scl","Marketing en el campo de las disciplinas informativas: tendencias de investigación en América Latina (1985-2012)","González-Valiente, Carlos Luis","Transinformação; 26(3); 305-314","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300305&lang=pt" 
"S0103-37862014000300253-scl","Visibilidad de los estudios en análisis de redes sociales en América del Sur: su evolución y métricas de 1990-2013","Pinto, Adilson Luiz, Gonzales-Aguilar, Audilio","Transinformação; 26(3); 253-267","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000300253&lang=pt" 
"S0103-37862014000200203-scl","Fontes de informação na Web: apropriação, uso e disseminação da informação étnico-racial no movimento negro da Paraíba","Silva, Leyde Klebia Rodrigues da, Aquino, Mirian de Albuquerque","Transinformação; 26(2); 203-212","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200203&lang=pt" 
"S0103-37862014000200191-scl","Taxonomias navegacionais em sítios de comércio eletrônico: critérios para avaliação","Cavalcante, Raphael da Silva, Bräscher, Marisa","Transinformação; 26(2); 191-201","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200191&lang=pt" 
"S0103-37862014000200177-scl","Visibilidade de revistas científicas: um estudo no Portal de Periódicos Científicos da Universidade Federal do Rio Grande do Sul","Ferreira, Ana Gabriela Clipes, Caregnato, Sônia Elisa","Transinformação; 26(2); 177-190","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200177&lang=pt" 
"S0103-37862014000200167-scl","Comparativo dos softwares de gerenciamento de referências bibliográficas: Mendeley, EndNote e Zotero","Yamakawa, Eduardo Kazumi, Kubota, Flávio Issao, Beuren, Fernanda Hansch, Scalvenzi, Lisiane, Miguel, Paulo Augusto Cauchik","Transinformação; 26(2); 167-176","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200167&lang=pt" 
"S0103-37862014000200133-scl","Actitudes y percepciones de los docentes universitarios en el proceso de adopción de una innovación: la iniciativa OpenCourseWare en la Universidad de Valencia, España","Margaix-Fontestad, Lourdes, González-Teruel, Aurora, Abad-García, Maria Francisca","Transinformação; 26(2); 133-141","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200133&lang=pt" 
"S0103-37862014000200143-scl","Bibliometric factors associated with h-index of Peruvian researchers with publications indexed on Web of Science and Scopus databases","Vílchez-Román, Carlos","Transinformação; 26(2); 143-154","Transinformação","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200143&lang=pt" 
"S0103-37862014000200113-scl","Producción de artículos en la base de datos Web of Science y Scopus sobre educación física: estudio comparativo entre España y Brasil","Reverter-Masía, Joaquín, Hernández-González, Vicenç, Jove-Deltell, Carme, Fonseca, Teresa, Legaz-Arrese, Alejandro","Transinformação; 26(2); 113-124","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200113&lang=pt" 
"S0103-37862014000200155-scl","La comunicación científica en Uruguay: estudio de las publicaciones de los investigadores activos del Sistema Nacional de Investigadores (2009-2010)","Picco, Paola, Aguirre-Ligüera, Natalia, Maldini, Juan, Simón, Lucía, Petroccelli, Patricia, Fontans, Exequiel, Fager, José, Gladys Ceretta, María","Transinformação; 26(2); 155-165","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200155&lang=pt" 
"S0103-37862014000200125-scl","Umbrales para la determinación de la brecha digital: comparativa entre regiones desarrolladas","Mendoza-Ruano, Juan-José, Caldera-Serrano, Jorge","Transinformação; 26(2); 125-132","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000200125&lang=pt" 
"S0103-37862014000100001-scl","Aos Leitores","Bazi, Rogério Eduardo Rodrigues","Transinformação; 26(1); 5-8","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100001&lang=pt" 
"S0103-37862014000100008-scl","Mapeamento do estado da arte do tema sustentabilidade ambiental direcionado para a tecnologia de informação","Sartori, Simone, Ensslin, Leonardo, Campos, Lucila Maria de Souza, Ensslin, Sandra Rolim","Transinformação; 26(1); 77-89","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100008&lang=pt" 
"S0103-37862014000100006-scl","O dossiê de registro do Reinado de Nossa Senhora do Rosário em Betim: discursos paralelos ou entrecruzamentos?","Brettas, Aline Pinheiro","Transinformação; 26(1); 51-60","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100006&lang=pt" 
"S0103-37862014000100007-scl","A representação descritiva e a produção literária indígena brasileira","Franca, Aline, Silveira, Naira Christofoletti","Transinformação; 26(1); 67-76","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100007&lang=pt" 
"S0103-37862014000100003-scl","Técnicas de recuperación de información aplicadas a la construcción de tesauros","Urdiciain, Blanca Gil, Sánchez Jiménez, Rodrigo","Transinformação; 26(1); 19-26","Transinformação","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100003&lang=pt" 
"S0103-37862014000100004-scl","Elements of social representation theory incollaborative tagging systems","Marchiori, Patricia Zeni, Appel, Andre Luiz, Bettoni, Eduardo Michellotti, Tsunoda, Denise Fukumi, Alcântara, Frank Coelho de","Transinformação; 26(1); 27-37","Transinformação","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100004&lang=pt" 
"S0103-37862014000100009-scl","Ciência da Informação: demarcação teórico-disciplinar e as interações interdisciplinares com a Biblioteconomia","Santos, Ana Paula Lima dos, Rodrigues, Mara Eliane Fonseca","Transinformação; 26(1); 91-100","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100009&lang=pt" 
"S0103-37862014000100005-scl","Utilização dos dispositivos de comunicação da web social pelas bibliotecas universitárias: um espaço para mediação da informação","Santos, Raquel do Rosário, Gomes, Henriette Ferreira","Transinformação; 26(1); 39-50","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100005&lang=pt" 
"S0103-37862014000100002-scl","Monitoramento de informação em mídias sociais: o e-Monitor Dengue","Antunes, Michele Nacif, Silva, Cícera Henrique da, Guimarães, Maria Cristina Soares, Rabaço, Marcelo Henrique Leoni","Transinformação; 26(1); 9-18","Transinformação","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862014000100002&lang=pt" 
"S0103-37862013010300003-scl","Pesquisa mostra novas experiências para apresentação, acesso e leitura de artigos científicos digitais na Web","Ambinder, Déborah Motta, Marcondes, Carlos Henrique","Transinformação; 25(3); -","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013010300003&lang=pt" 
"S0103-37862013010300001-scl","Características de identificação e responsabilidade autoral da música são as mais relevantes para os usuários de bibliotecas","Barros, Camila Monteiro de, Café, Lígia Maria Arruda","Transinformação; 25(3); -","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013010300001&lang=pt" 
"S0103-37862013000300004-scl","The relevance of music information representation metadata from the perspective of expert users","Barros, Camila Monteiro de, Café, Lígia Maria Arruda","Transinformação; 25(3); 213-223","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300004&lang=pt" 
"S0103-37862013000300002-scl","Novas experiências para apresentação, acesso e leitura de artigos científicos digitais na web","Ambinder, Déborah Motta, Marcondes, Carlos Henrique","Transinformação; 25(3); 195-201","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300002&lang=pt" 
"S0103-37862013010300002-scl","Os círculos e as redes sociais sociais de dois modos","Tomaél, Maria Inês","Transinformação; 25(3); -","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013010300002&lang=pt" 
"S0103-37862013000300007-scl","Redes sociais de dois modos: aspectos conceituais","Tomaél, Maria Inês, Marteleto, Regina Maria","Transinformação; 25(3); 245-253","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300007&lang=pt" 
"S0103-37862013000300003-scl","The archives in Rouanet Law","Cunha, Catherine da Silva, Constante, Sônia Elisabete","Transinformação; 25(3); 203-211","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300003&lang=pt" 
"S0103-37862013000300006-scl","Competitive intelligence: functional practices, goals and infrastructure of companies in Brazil","Vidigal, Frederico","Transinformação; 25(3); 237-243","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300006&lang=pt" 
"S0103-37862013000300008-scl","Segurança de obras raras como possível objeto de estudo da Ciência da Informação","Greenhalgh, Raphael Diego, Manini, Miriam Paula","Transinformação; 25(3); 255-261","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300008&lang=pt" 
"S0103-37862013000300001-scl","The influence of rumors in the stock market: a case study with Petrobras","Cruz, Fábio Marques da, Gomes, Maria Yêda Falcão Soares de Filgueiras","Transinformação; 25(3); 187-193","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300001&lang=pt" 
"S0103-37862013000300005-scl","Caracterización temática de la investigación en Ciencia de la Información en Brasil en el período 2000-2009","Liberatore, Gustavo, Herrero-Solana, Víctor","Transinformação; 25(3); 225-235","Transinformação","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000300005&lang=pt" 
"S0103-37862013000200004-scl","Metodologia para avaliação do nível de usabilidade de bibliotecas digitais: um estudo na Biblioteca Virtual de Saúde","Lima, Izabel França de, Oliveira, Henry Pôncio Cruz de, Santana, Sérgio Rodrigues de","Transinformação; 25(2); 135-143","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200004&lang=pt" 
"S0103-37862013000200007-scl","Records management: a basis for organizational learning and innovation","Cunha, Francisco José Aragão Pedroza, Ribeiro, Núbia Moura, Pereira, Hernane Borges de Barros","Transinformação; 25(2); 159-165","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200007&lang=pt" 
"S0103-37862013000200003-scl","La necesidad de definir un modelo de alfabetización en información para el Plan Ceibal","Ceretta, María Gladys, Picco, Paola","Transinformação; 25(2); 127-133","Transinformação","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200003&lang=pt" 
"S0103-37862013000200002-scl","Agricultura familiar e as teses de doutorado no Brasil","Röder, Elisângela dos Santos Faustino, Silva, Edna Lucia da","Transinformação; 25(2); 111-126","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200002&lang=pt" 
"S0103-37862013000200006-scl","Social information","Campos, Luiz Fernando de Barros","Transinformação; 25(2); 151-157","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200006&lang=pt" 
"S0103-37862013000200008-scl","Directions of scientific literature in knowledge management from the perspective of their relationships with innovation, information and technology management","Madeira, Ligia Maria Moura, Vick, Thais Elaine, Nagano, Marcelo Seido","Transinformação; 25(2); 167-174","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200008&lang=pt" 
"S0103-37862013000200001-scl","As dimensões sociais dos gêneros musicais: porque os sistemas de classificação comercial e não comercial variam","Santini, Rose Marie","Transinformação; 25(2); 101-110","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200001&lang=pt" 
"S0103-37862013010200001-scl","Vocabulários e recuperação de conteúdos na Web","Lara, Marilda Lopes Ginez de","Transinformação; 25(2); -","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013010200001&lang=pt" 
"S0103-37862013000200005-scl","Documentary languages and knowledge organization systems in the context of the semantic web","Lara, Marilda Lopes Ginez de","Transinformação; 25(2); 145-150","Transinformação","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000200005&lang=pt" 
"S0103-37862013000100002-scl","Análise de referências utilizadas por pesquisadores na revista Gestão &amp; Produção","Andrade, Fabiana Souza de, Jung, Carlos Fernando","Transinformação; 25(1); 19-25","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100002&lang=pt" 
"S0103-37862013000100001-scl","Normatividade, tecnicidade e/ou cientificidade da Biblioteconomia","Carvalho Silva, Jonathas Luiz","Transinformação; 25(1); 5-17","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100001&lang=pt" 
"S0103-37862013000100005-scl","Incentivo à cultura: experiências brasileiras de políticas públicas - interesses da área da Ciência da Informação","Holanda, Adriana Buarque de, Oliveira, Maria Cristina Guimarães, Oliveira, Simone Rosa de","Transinformação; 25(1); 47-53","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100005&lang=pt" 
"S0103-37862013000100007-scl","Características de repositório educacional aberto para usuários de língua brasileira de sinais","Silva, Romario Antunes da, Rodrigues, Rosângela Schwarz","Transinformação; 25(1); 65-79","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100007&lang=pt" 
"S0103-37862013000100008-scl","Tecnologias de dados abertos para interligar bibliotecas, arquivos e museus: um caso machadiano","Santos Neto, Antonio Laurindo dos, Marcondes, Carlos Henrique, Pereira, Durval Vieira, Fonseca, Eliana Rosa da, Souza, Iara Vidal Pereira de, Barbosa, Nilson, Moraes, Rosana Portugal Tavares de, Martins, Sergio de Castro","Transinformação; 25(1); 81-87","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100008&lang=pt" 
"S0103-37862013000100006-scl","Un sistema de indicadores para el seguimiento y evaluación de la gestión sostenible del patrimonio cultural","Coll-Serrano, Vicente, Blasco-Blasco, Olga, Carrasco-Arroyo, Salvador, Vila-Lladosa, Luis","Transinformação; 25(1); 55-63","Transinformação","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100006&lang=pt" 
"S0103-37862013000100003-scl","Considerações sobre a esfera pública: redes sociais na internet e participação política","Medeiros, Jackson da Silva","Transinformação; 25(1); 27-33","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100003&lang=pt" 
"S0103-37862013000100004-scl","As dobras semióticas do ciberespaço: da web visível à invisível","Monteiro, Silvana Drumond, Fidencio, Marcos Vinicius","Transinformação; 25(1); 35-46","Transinformação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862013000100004&lang=pt" 
"S0103-37862012000300006-scl","Contribuição ao campo de usuários da informação: em busca dos paradoxos das práticas informacionais","Pinto, Flávia Virgínia Melo, Araújo, Carlos Alberto Ávila","Transinformação; 24(3); 219-226","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300006&lang=pt" 
"S0103-37862012000300001-scl","Cenografia no teatro e nos espaços expositivos: uma abordagem além da representação","Rossini, Elcio","Transinformação; 24(3); 157-164","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300001&lang=pt" 
"S0103-37862012000300003-scl","Desenvolvimento de coleções: origem dos fundamentos contemporâneos","Weitzel, Simone da Rocha","Transinformação; 24(3); 179-190","Transinformação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862012000300003&lang=pt" 
